ID,Name,Age,City,Salary
42929,Eva,28,Houston,109541.22
42930,Eva,46,New York,116269.11
42931,Eva,31,New York,119442.51
42932,Charlie,38,Los Angeles,84078.66
42933,David,41,Houston,102832.62
42934,Eva,33,Chicago,51740.02
42935,Eva,58,New York,100718.42
42936,Eva,51,Houston,91570.38
42937,David,54,New York,101903.07
42938,Charlie,28,Houston,52941.21
42939,Bob,41,Chicago,44100.99
42940,Charlie,42,Chicago,119286.07
42941,Charlie,61,New York,104926.47
42942,Bob,58,Houston,90044.41
42943,Charlie,40,Chicago,74043.45
42944,Bob,24,Los Angeles,30238.84
42945,Eva,38,New York,43869.37
42946,Charlie,52,Los Angeles,54867.37
42947,Bob,41,Houston,93365.06
42948,Charlie,37,Houston,105545.05
42949,Bob,30,Phoenix,90280.15
42950,Eva,47,Chicago,63396.11
42951,Charlie,61,New York,119176.71
42952,Eva,26,Phoenix,114549.58
42953,Eva,41,Houston,115074.95
42954,Alice,32,Los Angeles,95619.72
42955,Eva,59,Phoenix,115275.36
42956,Alice,30,New York,84651.1
42957,Charlie,59,New York,32766.79
42958,David,26,New York,85455.89
42959,Alice,53,New York,115600.58
42960,Bob,43,Houston,78123.67
42961,Bob,28,New York,46128.53
42962,Charlie,44,New York,44472.82
42963,Bob,27,New York,32091.64
42964,Eva,37,Los Angeles,75117.48
42965,Alice,45,Phoenix,53550.1
42966,Bob,52,Houston,73898.49
42967,Bob,53,Los Angeles,53857.9
42968,David,44,Chicago,86873.45
42969,Charlie,21,Los Angeles,68616.14
42970,Alice,40,Phoenix,51879.7
42971,Charlie,45,Houston,105655.78
42972,Eva,62,New York,40071.29
42973,David,56,Los Angeles,109209.93
42974,Bob,41,Los Angeles,98618.44
42975,Charlie,60,Chicago,114080.63
42976,Charlie,63,Phoenix,103251.88
42977,Alice,41,Houston,107875.79
42978,Eva,62,Los Angeles,63927.21
42979,Charlie,33,Houston,47269.3
42980,Charlie,52,New York,85568.27
42981,Eva,64,Houston,58352.89
42982,Alice,20,Phoenix,34196.06
42983,Bob,61,Los Angeles,110097.81
42984,Eva,23,New York,39377.89
42985,Eva,33,Chicago,49225.46
42986,David,29,Los Angeles,35028.53
42987,Alice,23,Houston,31393.47
42988,Alice,30,Phoenix,49707.67
42989,Eva,52,Phoenix,63428.14
42990,Alice,62,Houston,54370.01
42991,Bob,49,Los Angeles,30636.15
42992,Bob,62,Chicago,109472.98
42993,Charlie,41,Chicago,84326.01
42994,Eva,57,New York,85973.38
42995,Bob,35,Los Angeles,78328.87
42996,David,18,New York,63565.51
42997,Alice,54,Houston,41888.72
42998,Eva,20,Chicago,113632.01
42999,Bob,37,Los Angeles,30848.78
43000,David,33,Houston,50492.11
43001,Eva,23,Chicago,89078.62
43002,Charlie,33,Chicago,91068.82
43003,David,19,New York,83712.07
43004,Alice,50,Chicago,111947.28
43005,Eva,39,Houston,75900.68
43006,Alice,40,Phoenix,36905.63
43007,Bob,56,Los Angeles,51918.51
43008,Alice,54,Houston,113649.94
43009,Eva,29,Houston,103497.33
43010,Charlie,44,Phoenix,84743.25
43011,Charlie,24,Houston,48188.2
43012,Alice,61,New York,79783.5
43013,Bob,62,Chicago,61775.43
43014,Eva,21,Houston,88092.45
43015,David,53,Los Angeles,42195.31
43016,Charlie,44,Phoenix,99682.97
43017,David,41,Houston,58298.99
43018,Eva,28,New York,92038.34
43019,David,38,New York,81228.03
43020,Charlie,45,Chicago,104825.18
43021,Alice,48,Los Angeles,35135.34
43022,David,18,Los Angeles,113843.4
43023,Charlie,62,Houston,83386.14
43024,Charlie,45,Chicago,78053.63
43025,David,60,Phoenix,81027.92
43026,Charlie,37,Chicago,105547.43
43027,David,29,Houston,117760.82
43028,Alice,26,Chicago,94527.5
43029,Alice,61,New York,111942.12
43030,Alice,45,Houston,40455.96
43031,Bob,26,Los Angeles,110230.82
43032,Alice,53,New York,53321.85
43033,Charlie,41,New York,35594.73
43034,David,53,New York,36497.7
43035,David,32,Houston,88331.63
43036,Alice,47,Los Angeles,38077.67
43037,Eva,31,Phoenix,117222.5
43038,David,22,Phoenix,71566.34
43039,David,47,Los Angeles,72697.33
43040,David,45,Chicago,77559.08
43041,David,61,Los Angeles,89836.86
43042,Bob,25,Los Angeles,116518.86
43043,Eva,60,Houston,92257.95
43044,David,20,Chicago,95439.12
43045,Eva,60,Phoenix,103244.02
43046,David,42,Los Angeles,94047.21
43047,Bob,54,Houston,58639.56
43048,Charlie,50,Houston,32425.28
43049,Eva,42,Los Angeles,32593.59
43050,Alice,44,Phoenix,64351.74
43051,Bob,40,Houston,84990.09
43052,David,59,Houston,78383.12
43053,Alice,39,Chicago,98275.28
43054,Alice,19,Houston,88285.2
43055,Eva,59,Chicago,72688.34
43056,Bob,51,Houston,32790.16
43057,Eva,31,Phoenix,38850.44
43058,Charlie,50,Phoenix,116055.91
43059,Bob,38,Phoenix,42232.43
43060,Alice,18,Chicago,116403.98
43061,David,44,New York,74733.57
43062,Bob,22,Houston,57365.23
43063,Bob,41,Phoenix,68321.56
43064,Eva,62,Houston,108397.32
43065,Alice,28,Phoenix,79796.44
43066,Charlie,36,Los Angeles,37028.1
43067,Eva,50,Houston,59256.94
43068,Charlie,19,Phoenix,96930.99
43069,Alice,33,New York,108117.52
43070,David,64,Houston,67698.06
43071,Eva,48,Houston,106483.0
43072,Eva,51,Los Angeles,36700.5
43073,Charlie,60,Los Angeles,53298.34
43074,Eva,43,New York,111769.68
43075,Eva,27,Phoenix,90125.96
43076,David,49,New York,81817.84
43077,Alice,43,Houston,105863.68
43078,Charlie,57,Houston,84348.65
43079,Eva,58,New York,85860.71
43080,David,50,New York,88017.61
43081,Eva,40,Phoenix,34579.77
43082,Alice,52,New York,83774.61
43083,Charlie,53,Los Angeles,30615.46
43084,Charlie,18,Chicago,94608.19
43085,David,29,Houston,97443.96
43086,Bob,59,Houston,43007.32
43087,Eva,52,Phoenix,34422.12
43088,Eva,45,New York,92619.99
43089,Charlie,42,Phoenix,86786.42
43090,Eva,48,Chicago,72486.26
43091,Charlie,31,New York,110010.19
43092,Charlie,31,Phoenix,93259.66
43093,Alice,31,Houston,48391.32
43094,David,45,Los Angeles,104959.1
43095,Alice,32,Chicago,72576.46
43096,Bob,19,Los Angeles,91658.05
43097,Charlie,36,Phoenix,99359.65
43098,David,20,Phoenix,31726.91
43099,Charlie,61,Los Angeles,80553.84
43100,David,60,Los Angeles,40799.79
43101,Eva,31,Chicago,95058.44
43102,Alice,51,Phoenix,89136.0
43103,Eva,54,Phoenix,119861.67
43104,Alice,30,Phoenix,74281.5
43105,Bob,38,Houston,37202.42
43106,Charlie,44,Los Angeles,55403.51
43107,Eva,33,Phoenix,71358.57
43108,Alice,24,Los Angeles,40561.34
43109,Alice,26,Los Angeles,48315.45
43110,Charlie,58,Houston,88239.97
43111,David,55,Houston,38543.93
43112,Bob,21,Chicago,54063.8
43113,Alice,20,Chicago,100858.86
43114,Charlie,47,Houston,45424.55
43115,Bob,49,Phoenix,52632.66
43116,Bob,61,Houston,78037.03
43117,Bob,21,Houston,90341.18
43118,David,64,Los Angeles,86145.37
43119,Eva,27,Los Angeles,77042.09
43120,David,33,Houston,40737.56
43121,Eva,19,Chicago,79036.89
43122,David,45,Houston,114211.57
43123,Eva,31,Phoenix,105203.09
43124,Eva,55,Chicago,32491.97
43125,Eva,59,Chicago,113149.22
43126,David,33,Houston,47221.96
43127,David,54,Chicago,96627.9
43128,David,31,Phoenix,82731.07
43129,David,18,Phoenix,72773.69
43130,Eva,18,Chicago,118733.15
43131,Alice,63,Houston,33783.49
43132,Eva,37,New York,99054.86
43133,Bob,59,Houston,52277.83
43134,Charlie,45,Houston,33733.15
43135,Eva,20,Phoenix,68827.81
43136,Eva,47,Los Angeles,64965.08
43137,Bob,41,Chicago,53301.52
43138,David,26,New York,95221.04
43139,Charlie,59,Chicago,112231.67
43140,Bob,40,Chicago,96703.49
43141,David,39,Los Angeles,75632.12
43142,Eva,43,New York,108501.33
43143,Alice,50,New York,93139.33
43144,Bob,51,Houston,52687.44
43145,Eva,49,Phoenix,58826.12
43146,Charlie,41,Phoenix,95410.74
43147,David,41,Los Angeles,77873.25
43148,Alice,25,Houston,78772.61
43149,Eva,24,Houston,30295.04
43150,Alice,58,Phoenix,38916.77
43151,Charlie,38,Phoenix,46114.68
43152,Charlie,52,Phoenix,54781.62
43153,Alice,50,Phoenix,104826.02
43154,Charlie,23,Houston,38877.16
43155,Alice,32,New York,32505.94
43156,Charlie,55,Phoenix,49636.49
43157,Charlie,22,Phoenix,63143.56
43158,Charlie,23,Phoenix,32162.91
43159,Eva,20,Phoenix,68826.35
43160,David,21,Chicago,31839.93
43161,Eva,26,Chicago,67797.27
43162,Bob,51,Los Angeles,49204.38
43163,Eva,23,New York,102949.73
43164,Bob,47,New York,63189.66
43165,David,56,Phoenix,96611.08
43166,Alice,47,Chicago,97666.34
43167,Bob,42,Phoenix,81906.47
43168,David,30,Los Angeles,106818.03
43169,Charlie,46,Houston,98629.91
43170,Bob,38,New York,63219.06
43171,David,46,Chicago,60420.81
43172,David,26,New York,97750.28
43173,Charlie,24,Houston,48279.31
43174,Alice,39,Houston,107765.74
43175,Bob,42,Houston,89277.68
43176,Charlie,20,Houston,58504.47
43177,Alice,25,New York,93479.34
43178,Charlie,61,Phoenix,91253.17
43179,Charlie,24,New York,56339.99
43180,Bob,53,Chicago,109559.96
43181,Bob,20,Houston,90112.11
43182,Charlie,36,New York,32017.21
43183,David,46,Chicago,52549.38
43184,Charlie,51,New York,59422.06
43185,David,28,Los Angeles,71889.64
43186,Bob,37,Los Angeles,93434.03
43187,Alice,60,Chicago,84579.95
43188,Charlie,37,Phoenix,115979.57
43189,Charlie,24,New York,114209.77
43190,Alice,45,New York,101770.69
43191,Alice,34,New York,118651.21
43192,Charlie,53,Phoenix,104188.63
43193,Alice,18,Houston,105426.42
43194,Charlie,56,Chicago,83195.76
43195,Alice,27,Houston,59242.74
43196,David,42,New York,32873.2
43197,Bob,33,New York,48552.77
43198,Eva,46,Houston,99069.49
43199,Bob,59,Houston,58187.8
43200,David,63,New York,80377.58
43201,Charlie,56,Phoenix,87190.24
43202,Alice,33,Chicago,117792.27
43203,Charlie,38,Phoenix,90782.96
43204,Alice,38,Phoenix,73626.19
43205,Charlie,56,New York,92383.61
43206,David,41,Chicago,32557.14
43207,Alice,52,Los Angeles,75795.34
43208,Charlie,20,New York,69163.23
43209,Charlie,46,Los Angeles,114618.67
43210,Bob,53,Los Angeles,80093.39
43211,Bob,34,Houston,101188.64
43212,Eva,50,Chicago,70185.85
43213,Charlie,20,Chicago,113932.01
43214,Bob,23,Houston,107679.08
43215,Alice,63,New York,54129.24
43216,Eva,37,Los Angeles,110688.59
43217,Alice,22,Houston,95229.86
43218,David,25,Houston,89842.75
43219,Alice,40,Phoenix,73944.31
43220,David,19,Houston,39692.0
43221,Alice,36,Los Angeles,61214.96
43222,Eva,19,Los Angeles,85947.66
43223,Bob,57,Los Angeles,41351.13
43224,Alice,36,New York,85330.93
43225,Eva,37,New York,41752.39
43226,Bob,62,Phoenix,95639.55
43227,David,54,Chicago,106462.4
43228,Eva,52,Phoenix,45393.77
43229,Charlie,19,Phoenix,60446.01
43230,Charlie,28,Phoenix,116034.33
43231,Eva,18,Chicago,109588.41
43232,Alice,18,Chicago,87902.89
43233,Eva,57,Phoenix,95929.26
43234,David,32,New York,105984.4
43235,David,25,Chicago,92581.15
43236,Charlie,47,Los Angeles,69571.78
43237,David,40,Phoenix,72908.85
43238,David,21,Chicago,97875.97
43239,Eva,31,Los Angeles,117418.12
43240,David,58,New York,64243.19
43241,Charlie,36,Chicago,85225.83
43242,David,40,Phoenix,94799.61
43243,Bob,35,Phoenix,105836.01
43244,Charlie,32,Los Angeles,55168.34
43245,Charlie,25,Houston,64109.27
43246,Charlie,20,Houston,74769.61
43247,David,54,Chicago,110719.93
43248,Bob,40,Los Angeles,71539.57
43249,Eva,44,Houston,95799.19
43250,Eva,34,Chicago,32851.87
43251,Bob,50,Chicago,115590.42
43252,Eva,33,Houston,40100.26
43253,David,59,Houston,41492.48
43254,Eva,27,Los Angeles,115210.72
43255,Charlie,30,New York,81581.37
43256,Bob,59,Phoenix,77605.81
43257,Eva,39,New York,110111.63
43258,Bob,33,Chicago,63203.04
43259,David,30,Los Angeles,117809.63
43260,Alice,56,New York,111734.78
43261,Alice,46,Chicago,114326.64
43262,Charlie,45,Phoenix,75670.97
43263,David,52,New York,46539.13
43264,Bob,51,Chicago,110290.88
43265,Charlie,57,Houston,90887.6
43266,David,40,Los Angeles,84023.33
43267,Charlie,36,New York,100967.98
43268,David,59,Chicago,51383.16
43269,Charlie,61,New York,104997.14
43270,Eva,60,Chicago,113145.67
43271,Eva,49,New York,96784.23
43272,Charlie,56,Phoenix,54814.22
43273,Bob,58,Chicago,99758.97
43274,Alice,44,New York,101766.96
43275,Bob,45,New York,77606.93
43276,Charlie,51,Phoenix,50336.9
43277,Bob,33,Los Angeles,55493.33
43278,Alice,64,New York,33636.46
43279,Eva,38,Chicago,32219.26
43280,Bob,29,Chicago,114719.4
43281,Charlie,18,Houston,84495.97
43282,Eva,52,Houston,108177.86
43283,Charlie,31,New York,89799.18
43284,Charlie,49,Phoenix,60511.1
43285,Eva,20,Chicago,38172.89
43286,Bob,59,New York,79967.9
43287,David,59,Houston,55336.29
43288,Eva,26,Phoenix,118929.83
43289,Bob,58,Phoenix,75460.73
43290,Bob,49,Chicago,34684.11
43291,Eva,27,Phoenix,57735.25
43292,David,40,Los Angeles,94432.2
43293,Bob,59,Los Angeles,84928.86
43294,Alice,32,Houston,49641.45
43295,Eva,29,Houston,75383.9
43296,Alice,62,Los Angeles,67073.35
43297,Bob,43,New York,102186.19
43298,Eva,49,Los Angeles,116951.57
43299,Bob,54,New York,94881.79
43300,Bob,20,Phoenix,80931.56
43301,David,61,New York,86824.21
43302,Charlie,58,Houston,88710.49
43303,Eva,40,Phoenix,53478.13
43304,Charlie,35,Los Angeles,63792.66
43305,Bob,57,Phoenix,88429.78
43306,David,59,Chicago,70935.79
43307,Bob,21,Phoenix,50063.67
43308,Eva,29,Houston,40314.43
43309,Alice,40,Phoenix,85685.96
43310,Bob,42,Houston,31944.34
43311,Alice,41,Houston,55255.21
43312,David,33,Houston,61280.91
43313,Alice,18,New York,61419.99
43314,Charlie,22,Los Angeles,49672.84
43315,Alice,30,New York,106071.29
43316,Eva,51,Phoenix,102866.72
43317,Eva,48,Los Angeles,98326.63
43318,Bob,51,Houston,72249.24
43319,Bob,44,Phoenix,86751.04
43320,Alice,44,Houston,73389.43
43321,Bob,42,Los Angeles,110336.43
43322,Alice,44,Houston,91484.82
43323,Alice,19,New York,31747.4
43324,Alice,28,New York,112114.09
43325,Charlie,58,Los Angeles,60509.33
43326,David,20,Houston,73219.34
43327,Bob,28,Los Angeles,43216.48
43328,Alice,36,Chicago,97335.17
43329,Charlie,39,Phoenix,115645.39
43330,Alice,41,Houston,103271.35
43331,Bob,64,Los Angeles,38968.19
43332,Charlie,28,Phoenix,85539.72
43333,David,50,Chicago,97820.17
43334,Eva,61,Chicago,75627.5
43335,Charlie,33,Phoenix,81771.68
43336,Eva,60,Chicago,107411.69
43337,David,31,Los Angeles,44308.39
43338,Alice,50,Houston,74282.13
43339,Alice,32,Los Angeles,43598.91
43340,Charlie,45,Phoenix,32689.44
43341,David,51,Chicago,65778.18
43342,Bob,60,Chicago,62484.65
43343,Alice,22,Chicago,90849.42
43344,Charlie,59,New York,74639.61
43345,Eva,54,Los Angeles,46858.91
43346,Bob,22,New York,53197.76
43347,Charlie,23,New York,64951.6
43348,Alice,25,Chicago,119621.9
43349,Bob,49,Chicago,47644.8
43350,David,22,Los Angeles,50919.73
43351,David,39,Los Angeles,102876.21
43352,Charlie,50,Los Angeles,41993.42
43353,Charlie,20,Phoenix,53670.67
43354,Alice,64,Houston,40546.5
43355,Eva,49,New York,65318.67
43356,Eva,49,New York,33948.11
43357,Charlie,34,Chicago,86306.49
43358,Bob,19,Phoenix,78021.58
43359,Bob,24,Los Angeles,95946.5
43360,Bob,40,Phoenix,71933.35
43361,Alice,45,Chicago,72961.77
43362,Charlie,44,Phoenix,47079.41
43363,Eva,44,Chicago,54217.42
43364,Bob,44,Chicago,37879.41
43365,Alice,19,Chicago,108829.18
43366,Alice,25,Houston,117216.06
43367,Eva,44,Chicago,104071.79
43368,Charlie,62,Los Angeles,67534.91
43369,Charlie,19,New York,45602.89
43370,Bob,30,Los Angeles,33892.53
43371,Eva,25,Houston,80260.49
43372,Alice,53,Phoenix,104581.45
43373,David,26,New York,46556.51
43374,Charlie,20,Los Angeles,107272.73
43375,Bob,30,Los Angeles,50980.38
43376,Eva,59,New York,33411.47
43377,Eva,18,Houston,44436.87
43378,David,56,Chicago,95835.88
43379,Bob,54,Phoenix,108704.57
43380,Alice,21,New York,68452.53
43381,David,19,Los Angeles,115363.23
43382,Eva,60,Chicago,98668.75
43383,Bob,41,Chicago,46481.37
43384,Eva,21,New York,33443.86
43385,Eva,29,Chicago,91818.17
43386,Charlie,28,Houston,117963.73
43387,Charlie,58,Houston,89205.43
43388,David,59,Phoenix,104307.87
43389,Alice,40,Chicago,110467.37
43390,Bob,19,New York,77043.41
43391,David,50,Los Angeles,71291.02
43392,Charlie,42,New York,36664.46
43393,Bob,28,Phoenix,69498.51
43394,Bob,19,Houston,44819.41
43395,Bob,43,New York,39934.31
43396,Eva,21,New York,97507.97
43397,Eva,52,Phoenix,51978.28
43398,Alice,48,Phoenix,88275.21
43399,Charlie,48,Chicago,30863.92
43400,Charlie,23,Chicago,79226.43
43401,Alice,57,Chicago,104729.26
43402,Alice,49,Houston,105843.18
43403,Charlie,64,Phoenix,109569.26
43404,Alice,30,Chicago,86127.29
43405,Charlie,25,Phoenix,66216.57
43406,Charlie,39,New York,110566.81
43407,Charlie,43,Los Angeles,111561.15
43408,David,40,Houston,47040.73
43409,Bob,32,New York,104177.2
43410,Bob,61,Phoenix,95836.76
43411,David,48,New York,97064.25
43412,Bob,34,Houston,58897.5
43413,Charlie,36,Los Angeles,32176.81
43414,Bob,54,New York,31148.28
43415,David,45,Los Angeles,55941.63
43416,Alice,27,Houston,62418.62
43417,Eva,18,Houston,99106.46
43418,David,44,Houston,81960.69
43419,Charlie,34,New York,78607.6
43420,Charlie,56,New York,77527.17
43421,Alice,23,Houston,38220.6
43422,David,22,Chicago,32285.93
43423,Eva,33,Chicago,55549.08
43424,Eva,46,New York,58484.62
43425,David,58,New York,117614.11
43426,Bob,39,Chicago,110474.68
43427,Alice,21,Phoenix,113533.74
43428,Charlie,50,Phoenix,90344.88
43429,Alice,26,Houston,58073.3
43430,Eva,40,New York,88362.42
43431,Eva,23,Chicago,70841.67
43432,Charlie,30,New York,117247.0
43433,David,46,New York,30418.89
43434,Bob,21,Houston,70054.09
43435,Bob,40,Phoenix,105376.28
43436,Charlie,48,Los Angeles,67846.73
43437,Charlie,53,Houston,64897.91
43438,David,63,Houston,30000.02
43439,Charlie,63,Los Angeles,54109.66
43440,David,26,Chicago,72808.79
43441,Bob,41,New York,91820.3
43442,Eva,42,Chicago,117035.61
43443,Eva,35,New York,61013.56
43444,Alice,54,Phoenix,39979.86
43445,Eva,64,Los Angeles,51326.82
43446,Charlie,46,Los Angeles,110757.22
43447,Bob,33,Chicago,36030.39
43448,Eva,58,New York,117049.86
43449,David,28,Chicago,98301.82
43450,Alice,48,Houston,99678.38
43451,Eva,32,Phoenix,32412.23
43452,Charlie,41,New York,119218.96
43453,Eva,59,Houston,32851.41
43454,David,36,Houston,119609.72
43455,Alice,56,Chicago,34463.47
43456,Bob,63,Los Angeles,87713.13
43457,Alice,54,Houston,117466.38
43458,Alice,41,Los Angeles,59333.09
43459,Alice,57,Phoenix,36721.69
43460,Alice,34,Phoenix,71874.8
43461,David,31,Los Angeles,94627.79
43462,David,33,Phoenix,93376.74
43463,Charlie,64,Houston,66652.96
43464,David,57,Houston,66114.87
43465,Eva,64,Los Angeles,81571.95
43466,Bob,54,Phoenix,48753.55
43467,David,27,Chicago,109427.08
43468,Alice,62,Los Angeles,53840.83
43469,Charlie,59,Houston,39999.84
43470,David,44,New York,65987.49
43471,David,51,Phoenix,41723.8
43472,David,56,Los Angeles,82596.2
43473,Alice,41,New York,38504.74
43474,Eva,48,Los Angeles,54449.77
43475,Alice,60,New York,62755.2
43476,David,19,Chicago,53930.91
43477,Bob,38,Los Angeles,115916.45
43478,Charlie,35,Chicago,74641.79
43479,Alice,54,Houston,35421.49
43480,Charlie,29,Houston,109634.36
43481,Eva,38,Los Angeles,63418.67
43482,Eva,38,Phoenix,102415.86
43483,Alice,50,Houston,66624.72
43484,Alice,39,Phoenix,109030.08
43485,Bob,32,Chicago,95094.95
43486,Bob,18,New York,69339.47
43487,Charlie,45,Chicago,37189.09
43488,Bob,62,Houston,56017.46
43489,Charlie,61,Los Angeles,104350.31
43490,Alice,35,Phoenix,36333.88
43491,Eva,39,Phoenix,85338.99
43492,David,45,Phoenix,56209.59
43493,Bob,29,New York,65911.22
43494,David,46,Los Angeles,33838.21
43495,Eva,52,Chicago,35143.86
43496,Bob,33,Phoenix,64796.63
43497,Eva,43,Houston,88343.56
43498,David,18,Los Angeles,79120.17
43499,Charlie,21,Chicago,46297.78
43500,Charlie,56,Los Angeles,86511.63
43501,David,37,Houston,117266.76
43502,Alice,62,New York,36488.86
43503,Alice,51,New York,53929.64
43504,David,31,New York,91431.03
43505,David,18,Chicago,95569.1
43506,Eva,37,Chicago,79472.37
43507,Eva,51,Los Angeles,36637.64
43508,Alice,63,Chicago,99730.86
43509,Bob,31,Houston,33002.72
43510,Eva,57,Chicago,72604.69
43511,Alice,64,Houston,47952.08
43512,Alice,34,New York,32280.59
43513,Charlie,22,Chicago,101101.76
43514,Charlie,25,Phoenix,55254.78
43515,Charlie,39,Los Angeles,82174.06
43516,Eva,41,Los Angeles,104331.79
43517,Charlie,40,New York,94455.59
43518,Charlie,18,Los Angeles,49495.81
43519,David,35,Phoenix,74668.4
43520,Bob,57,Los Angeles,41290.13
43521,Charlie,18,New York,107067.43
43522,Bob,61,Houston,112406.43
43523,Bob,50,Los Angeles,100529.23
43524,Eva,57,Houston,106309.6
43525,David,30,Houston,115905.19
43526,Alice,38,Los Angeles,101618.57
43527,David,58,Chicago,37053.21
43528,Alice,25,New York,107424.7
43529,David,24,New York,38441.12
43530,Alice,38,Houston,110537.58
43531,Charlie,40,Houston,95861.41
43532,Alice,24,New York,49521.62
43533,David,45,New York,94388.71
43534,Eva,49,Phoenix,31192.65
43535,Eva,48,Phoenix,86898.2
43536,David,56,Houston,91236.67
43537,Bob,34,Phoenix,103455.21
43538,Bob,58,Los Angeles,84393.4
43539,David,52,Chicago,82094.23
43540,David,41,Houston,79708.67
43541,Alice,27,Los Angeles,109760.93
43542,David,20,Phoenix,66421.68
43543,David,63,Los Angeles,98019.49
43544,Bob,19,New York,114187.73
43545,Eva,62,Phoenix,73055.75
43546,Charlie,28,Chicago,101709.26
43547,Eva,18,Phoenix,52939.2
43548,David,40,Houston,69540.38
43549,Bob,43,Phoenix,77624.63
43550,David,53,New York,118351.63
43551,Alice,35,Houston,63136.49
43552,David,63,New York,114409.74
43553,Bob,23,Los Angeles,60118.48
43554,Charlie,34,New York,72274.35
43555,David,34,Los Angeles,103338.92
43556,Charlie,42,Houston,109480.98
43557,Bob,32,Chicago,78923.74
43558,Alice,42,Los Angeles,85698.13
43559,Alice,27,Los Angeles,54388.2
43560,Alice,28,Phoenix,97307.03
43561,Charlie,20,Phoenix,76501.31
43562,Bob,50,Los Angeles,97583.28
43563,Eva,21,Phoenix,104739.99
43564,Charlie,56,Houston,100697.06
43565,Bob,54,Chicago,109054.83
43566,David,48,Houston,81415.05
43567,Bob,40,Chicago,73013.57
43568,Bob,34,Houston,73948.42
43569,David,44,Chicago,109138.39
43570,Charlie,57,New York,63785.53
43571,Bob,54,Chicago,89834.84
43572,David,62,Houston,36490.03
43573,Eva,24,Houston,79139.08
43574,Bob,54,Los Angeles,93271.24
43575,Bob,64,Los Angeles,96004.43
43576,Bob,48,Los Angeles,97444.05
43577,Bob,46,Los Angeles,89448.5
43578,David,50,New York,35729.41
43579,Charlie,30,New York,103288.09
43580,Alice,63,Houston,82191.86
43581,Alice,25,Los Angeles,80611.17
43582,Bob,19,Los Angeles,92862.37
43583,David,25,Houston,74639.96
43584,Charlie,27,New York,38418.69
43585,David,18,Chicago,83538.48
43586,Charlie,28,Los Angeles,94816.38
43587,David,28,New York,72829.9
43588,David,25,Chicago,74208.83
43589,Eva,22,Phoenix,107913.34
43590,Eva,41,Los Angeles,84221.03
43591,Alice,23,Chicago,85962.34
43592,Bob,31,Phoenix,53436.34
43593,Alice,21,Phoenix,61740.52
43594,Charlie,21,New York,74175.68
43595,Alice,18,New York,101766.19
43596,Alice,36,New York,58877.66
43597,Alice,59,Phoenix,32332.73
43598,Eva,50,New York,48316.62
43599,Alice,21,Chicago,40942.27
43600,Charlie,50,Phoenix,86154.39
43601,Eva,30,Chicago,103223.2
43602,Charlie,60,Los Angeles,111389.58
43603,Eva,60,New York,54848.79
43604,Charlie,50,Chicago,92245.48
43605,David,51,Phoenix,57907.07
43606,Eva,47,Chicago,54125.66
43607,Bob,48,New York,69491.6
43608,Alice,49,New York,91396.28
43609,Alice,27,Chicago,90469.77
43610,Bob,43,Houston,67583.14
43611,Alice,40,Phoenix,81785.03
43612,Eva,57,Houston,104192.98
43613,Eva,63,Phoenix,117158.35
43614,Eva,50,New York,115297.33
43615,Alice,46,New York,34916.25
43616,Bob,32,Phoenix,106111.19
43617,Alice,28,Los Angeles,114782.33
43618,David,18,New York,102209.77
43619,Charlie,34,Chicago,112179.01
43620,Alice,21,Phoenix,47183.6
43621,Eva,43,Los Angeles,43942.11
43622,Eva,33,Chicago,78212.26
43623,Eva,49,Phoenix,39589.84
43624,David,40,Phoenix,93686.4
43625,Charlie,19,Phoenix,98099.92
43626,Eva,57,Houston,96410.05
43627,Charlie,38,Houston,30065.15
43628,David,37,Phoenix,115640.96
43629,Charlie,27,New York,56676.29
43630,David,45,Los Angeles,111814.81
43631,Alice,59,New York,85752.07
43632,David,41,Phoenix,62512.42
43633,Eva,62,New York,52011.0
43634,Bob,52,Houston,96381.6
43635,Eva,26,New York,118335.01
43636,Alice,25,Chicago,30427.9
43637,Charlie,41,Los Angeles,105641.48
43638,Charlie,53,Chicago,56139.65
43639,Bob,57,Phoenix,70205.72
43640,Alice,21,Houston,95498.17
43641,Eva,31,Houston,58589.55
43642,Charlie,36,Los Angeles,73418.12
43643,Alice,31,Phoenix,94710.13
43644,Eva,18,Phoenix,69293.51
43645,Charlie,56,Houston,31658.6
43646,Eva,24,New York,73563.19
43647,David,33,Chicago,56675.02
43648,David,62,New York,37833.06
43649,Charlie,56,New York,80854.78
43650,Eva,36,New York,59814.99
43651,Eva,34,Phoenix,90516.03
43652,Charlie,50,Houston,34895.16
43653,Bob,21,Chicago,70869.43
43654,Bob,58,Los Angeles,83546.54
43655,Eva,40,Phoenix,115277.37
43656,David,18,New York,34612.15
43657,Alice,44,Chicago,64281.48
43658,Bob,56,Houston,46305.47
43659,Alice,21,New York,33444.71
43660,Charlie,25,Los Angeles,79960.18
43661,David,61,Chicago,45914.82
43662,David,28,Phoenix,108233.68
43663,David,19,Los Angeles,49282.7
43664,Bob,18,Phoenix,50140.84
43665,David,41,Phoenix,30729.65
43666,Charlie,44,New York,52677.45
43667,David,35,Chicago,79698.75
43668,Eva,23,Phoenix,50170.16
43669,Charlie,32,New York,70702.96
43670,Alice,27,Phoenix,111397.58
43671,David,46,Chicago,59960.47
43672,Bob,28,Houston,103468.24
43673,Charlie,40,Phoenix,79123.07
